State,District,Crop_Name,Season,Min_Temperature(C),Max_Temperature(C),Rainfall(mm),Humidity(%),Wind_Speed(km/h),Soil_Type,Suitable(Y/N)
Haryana,Panipat,Potato,Rabi,19.9,35.2,808.5,55.4,28,Clay,Y
Haryana,Panipat,Onion,Zaid,10.7,34.3,1425.7,65.7,22.1,Laterite,N
Haryana,Panipat,Tomato,Rabi,14,27.9,1043.1,73.4,8.3,Laterite,N
Haryana,Panipat,Barley,Zaid,16.4,29.5,1246.2,85.3,8.7,Clay,N
Haryana,Panipat,Millets,Annual,13.5,28.6,819.6,78.5,25.5,Laterite,Y
Haryana,Panipat,Groundnut,Kharif,18.2,28.6,1307.3,50.5,17.4,Alluvial,N
Haryana,Panipat,Sunflower,Kharif,12.6,35.2,795.3,64.4,22.2,Loamy,N
Haryana,Panipat,Turmeric,Annual,15.8,24.5,1373.8,64.7,13.3,Alluvial,Y
Haryana,Panipat,Chilli,Annual,16.3,32.9,801.3,81.1,28.7,Alluvial,N
Haryana,Panipat,Pulses,Rabi,8.9,27.4,810.2,71.2,16.5,Red,N
Haryana,Panipat,Tea,Annual,15.6,37.3,1333.4,45.2,7.6,Alluvial,N
Haryana,Panipat,Coffee,Zaid,9.3,37.3,821.2,67,27.6,Alluvial,Y
Haryana,Panipat,Jute,Zaid,20.3,27.5,1171.6,60.8,14,Clay,Y
Haryana,Ambala,Rice,Kharif,12.8,28.4,1449.9,56.2,24,Sandy,N
Haryana,Ambala,Wheat,Annual,17.4,44.8,1167.2,70.3,8.1,Sandy,Y
Haryana,Ambala,Maize,Rabi,11,41.4,1059.3,90,6.9,Alluvial,N
Haryana,Ambala,Cotton,Rabi,12.2,43.7,294.5,45.9,16,Laterite,Y
Haryana,Ambala,Sugarcane,Kharif,18.6,24.2,1732.3,49.8,10.9,Laterite,N
Haryana,Ambala,Soybean,Rabi,19.8,30.9,803.2,74.6,17.8,Black,N
Haryana,Ambala,Mustard,Annual,18.1,36,1029.4,43.8,14.4,Sandy,Y
Haryana,Ambala,Potato,Zaid,8.6,38.6,1390.7,58.8,9.6,Red,N
Haryana,Ambala,Onion,Kharif,15.9,27,1476.1,76.3,15.1,Red,Y
Haryana,Ambala,Tomato,Rabi,14.5,43.3,1505.5,74.3,6.6,Red,Y
Haryana,Ambala,Barley,Zaid,20,33.8,1659.1,63.7,3.8,Alluvial,N
Haryana,Ambala,Millets,Rabi,20.8,33.3,1351.4,60.5,9.6,Red,N
Haryana,Ambala,Groundnut,Rabi,15.3,29.4,1536.6,69.5,3.4,Alluvial,N
Haryana,Ambala,Sunflower,Rabi,10.2,28.1,1513.2,75,24.3,Loamy,Y
Haryana,Ambala,Turmeric,Kharif,10.7,38.7,1230.7,75.5,15.4,Black,N
Haryana,Ambala,Chilli,Annual,19.5,30.1,1482.1,56.6,7.7,Clay,Y
Haryana,Ambala,Pulses,Rabi,17.9,30.4,488.5,53.6,7,Loamy,Y
Haryana,Ambala,Tea,Annual,12.2,44.2,1750.3,70.8,17.7,Red,Y
Haryana,Ambala,Coffee,Rabi,16.5,25.5,536.4,54.7,6.5,Black,Y
Haryana,Ambala,Jute,Kharif,16.4,27.4,1240.8,77.7,5,Black,Y
Himachal Pradesh,Shimla,Rice,Annual,16,29.7,1449.4,74.1,29,Laterite,Y
Himachal Pradesh,Shimla,Wheat,Rabi,8.7,29.7,1492,68.1,17.3,Sandy,Y
Himachal Pradesh,Shimla,Maize,Kharif,16.4,41.3,696,82.1,26.2,Red,N
Himachal Pradesh,Shimla,Cotton,Rabi,8.8,31.5,1656.5,82.9,26.6,Red,N
Himachal Pradesh,Shimla,Sugarcane,Kharif,8.6,24.9,1580,71,26.6,Sandy,Y
Himachal Pradesh,Shimla,Soybean,Kharif,20.9,29.4,474.8,51.4,22.1,Black,N
Himachal Pradesh,Shimla,Mustard,Kharif,9.7,39.5,1744.7,62.6,22,Alluvial,N
Himachal Pradesh,Shimla,Potato,Kharif,11.5,28.3,839.9,57.8,9.8,Clay,N
Himachal Pradesh,Shimla,Onion,Rabi,13.5,24.6,796.7,42.2,11.5,Alluvial,Y
Himachal Pradesh,Shimla,Tomato,Rabi,13.1,43.3,726.5,41,12.7,Alluvial,Y
Himachal Pradesh,Shimla,Barley,Zaid,15.1,29.4,1165.3,93,14.5,Laterite,Y
Himachal Pradesh,Shimla,Millets,Zaid,12.4,33.3,1352,94.9,26.9,Clay,Y
Himachal Pradesh,Shimla,Groundnut,Rabi,16.7,31,1514.9,62.7,17.1,Laterite,N
Himachal Pradesh,Shimla,Sunflower,Annual,18.8,34.4,1317.9,44.4,19.5,Sandy,N
Himachal Pradesh,Shimla,Turmeric,Annual,9.7,41,1416.1,94.8,16.8,Sandy,Y
Himachal Pradesh,Shimla,Chilli,Kharif,18.5,39.6,1582.1,68.9,28.4,Sandy,N
Himachal Pradesh,Shimla,Pulses,Kharif,15.3,32.7,785.9,85,29.5,Sandy,N
Himachal Pradesh,Shimla,Tea,Zaid,14.4,44.5,912,68.9,10.1,Clay,Y
Himachal Pradesh,Shimla,Coffee,Annual,13.7,43.9,405.9,47.8,8.8,Clay,N
Himachal Pradesh,Shimla,Jute,Zaid,21.3,38.2,1151.2,75.4,16.2,Laterite,Y
Himachal Pradesh,Mandi,Rice,Kharif,13.7,27.7,465.2,81.1,7.9,Red,N
Himachal Pradesh,Mandi,Wheat,Zaid,18,36.3,1772.3,58.5,3.3,Red,Y
Himachal Pradesh,Mandi,Maize,Zaid,20.3,38.1,1280.9,87.7,12.7,Sandy,N
Himachal Pradesh,Mandi,Cotton,Kharif,19.9,27.9,1604.3,40.3,26.1,Red,N
Himachal Pradesh,Mandi,Sugarcane,Rabi,12.9,45,1050.3,49.3,12.6,Black,Y
Himachal Pradesh,Mandi,Soybean,Annual,10.3,42.3,1258.1,63.6,12.6,Alluvial,N
Himachal Pradesh,Mandi,Mustard,Rabi,16.5,42.3,686.2,74.2,7.5,Laterite,N
Himachal Pradesh,Mandi,Potato,Zaid,8.7,27.8,822.1,75.3,11.7,Black,Y
Himachal Pradesh,Mandi,Onion,Rabi,12.4,44.2,402.9,65.2,12.3,Sandy,N
Himachal Pradesh,Mandi,Tomato,Rabi,11.3,38,838.4,71.8,9.9,Laterite,Y
Himachal Pradesh,Mandi,Barley,Rabi,19.3,40.8,443.9,51.3,20.8,Black,Y
Himachal Pradesh,Mandi,Millets,Zaid,8.5,41,329.2,80.4,6.9,Laterite,Y
Himachal Pradesh,Mandi,Groundnut,Annual,17.3,30,1136.1,60.5,15.5,Laterite,N
Himachal Pradesh,Mandi,Sunflower,Kharif,9.1,33.1,1540.4,54.7,19.8,Alluvial,N
Himachal Pradesh,Mandi,Turmeric,Zaid,8.3,39.6,1728.4,83.9,20,Loamy,N
Himachal Pradesh,Mandi,Chilli,Annual,12.9,35.4,1686.8,52.5,27.8,Red,N
Himachal Pradesh,Mandi,Pulses,Rabi,10.2,40,842.7,66.4,18.7,Red,Y
Himachal Pradesh,Mandi,Tea,Zaid,11.9,44.4,1088.7,40.4,19.1,Loamy,Y
Himachal Pradesh,Mandi,Coffee,Kharif,20.7,44.8,1151.8,64.9,13.9,Sandy,N
Himachal Pradesh,Mandi,Jute,Annual,10.3,31.3,1221.5,83.4,9.9,Sandy,Y
Himachal Pradesh,Kullu,Rice,Kharif,18.3,25,1247.3,92.4,17.6,Loamy,N
Himachal Pradesh,Kullu,Wheat,Zaid,11.9,42.8,1222.6,90.3,16.7,Black,Y
Himachal Pradesh,Kullu,Maize,Rabi,8.9,42.5,1207,84.1,22.7,Clay,N
Himachal Pradesh,Kullu,Cotton,Rabi,12.1,24.4,1673.3,85.3,12.8,Sandy,Y
Himachal Pradesh,Kullu,Sugarcane,Annual,15,33.3,1325.3,68.9,8.1,Sandy,Y
Himachal Pradesh,Kullu,Soybean,Rabi,21.2,32.9,981.9,68.3,16.8,Red,N
Himachal Pradesh,Kullu,Mustard,Annual,20,41.8,260.2,82,23.4,Black,N
Himachal Pradesh,Kullu,Potato,Rabi,9.4,35.9,540.8,93,25.8,Laterite,N
Himachal Pradesh,Kullu,Onion,Kharif,20.4,35.7,582.1,56.1,28.8,Clay,Y
Himachal Pradesh,Kullu,Tomato,Annual,20.5,32.4,1546.7,46.6,21.5,Alluvial,Y
Himachal Pradesh,Kullu,Barley,Kharif,19.4,44.2,362.6,88.4,6.6,Loamy,Y
Himachal Pradesh,Kullu,Millets,Zaid,18.6,42.7,400.8,48.2,4,Sandy,N
Himachal Pradesh,Kullu,Groundnut,Kharif,9.1,29.2,1065.5,71.9,15.2,Alluvial,N
Himachal Pradesh,Kullu,Sunflower,Zaid,12.7,28,1165.2,64.8,12.4,Sandy,N
Himachal Pradesh,Kullu,Turmeric,Kharif,20.8,30.4,747.6,66.3,18.4,Red,Y
Himachal Pradesh,Kullu,Chilli,Kharif,13.2,29.2,1359.1,66.7,27.4,Clay,Y
Himachal Pradesh,Kullu,Pulses,Kharif,16.1,25,323.9,66.5,9.5,Clay,Y
Himachal Pradesh,Kullu,Tea,Rabi,9.5,33.5,1303.2,68.6,12.4,Laterite,Y
Himachal Pradesh,Kullu,Coffee,Rabi,19.5,34.2,476.3,57.3,3.7,Sandy,N
Himachal Pradesh,Kullu,Jute,Rabi,18.9,43.3,1295.7,93.8,12,Clay,N
Himachal Pradesh,Kangra,Rice,Zaid,11.8,31.3,335.1,49.5,3.1,Laterite,N
Himachal Pradesh,Kangra,Wheat,Annual,18,37.9,868.4,84.7,22.1,Loamy,Y
Himachal Pradesh,Kangra,Maize,Kharif,13.8,43.4,1788.4,59.7,10.5,Sandy,N
Himachal Pradesh,Kangra,Cotton,Zaid,18.2,30.1,974.6,65.8,8.1,Clay,Y
Himachal Pradesh,Kangra,Sugarcane,Kharif,21.3,38.4,857.1,76.9,19.3,Loamy,N
Himachal Pradesh,Kangra,Soybean,Zaid,19.1,44.5,1497.7,61.9,27,Laterite,N
Himachal Pradesh,Kangra,Mustard,Kharif,17.4,32.8,1587.1,45.4,9.2,Alluvial,N
Himachal Pradesh,Kangra,Potato,Kharif,21.2,28.2,1363.5,69,13.5,Black,N
Himachal Pradesh,Kangra,Onion,Kharif,20.5,32,544.2,91.4,3.6,Clay,Y
Himachal Pradesh,Kangra,Tomato,Annual,16.2,37.8,398.4,60.4,15.6,Black,N
Himachal Pradesh,Kangra,Barley,Kharif,19.2,33.6,443.8,70.6,8.6,Sandy,Y
Himachal Pradesh,Kangra,Millets,Zaid,13.4,39.2,1291.5,86.3,6.8,Black,N
Himachal Pradesh,Kangra,Groundnut,Rabi,9.3,32.3,1448,45.6,18.3,Black,Y
Himachal Pradesh,Kangra,Sunflower,Zaid,13.3,29.9,495.5,56.3,22.8,Clay,N
Himachal Pradesh,Kangra,Turmeric,Rabi,17.1,43.1,668.7,40.8,12.5,Loamy,Y
Himachal Pradesh,Kangra,Chilli,Zaid,10.3,28,483,78.1,22.5,Loamy,Y
Himachal Pradesh,Kangra,Pulses,Annual,16.7,40,1240,82.5,12.9,Clay,Y
Himachal Pradesh,Kangra,Tea,Annual,11.1,27,1192.9,91,23.3,Alluvial,Y
Himachal Pradesh,Kangra,Coffee,Annual,8.3,40.2,1343.6,60.7,27.5,Red,Y
Himachal Pradesh,Kangra,Jute,Rabi,19.2,42.1,455,45.3,19.1,Loamy,N
Himachal Pradesh,Solan,Rice,Kharif,21.2,30.5,734.3,89.6,18.4,Clay,Y
Himachal Pradesh,Solan,Wheat,Kharif,20.2,34.6,812,45.1,20.8,Alluvial,N
Himachal Pradesh,Solan,Maize,Annual,11.4,42.8,990.6,60.9,7.1,Red,Y
Himachal Pradesh,Solan,Cotton,Annual,16.9,27.6,1010.9,73.8,23.5,Alluvial,Y
Himachal Pradesh,Solan,Sugarcane,Annual,13.3,26.5,1522.9,46,16.9,Sandy,N
Himachal Pradesh,Solan,Soybean,Zaid,9.2,25.3,975.4,69.6,29.7,Sandy,N
Himachal Pradesh,Solan,Mustard,Kharif,12.2,24.6,437.9,76.8,5.1,Clay,Y
Himachal Pradesh,Solan,Potato,Annual,15.8,43.7,783.2,83.8,25.3,Alluvial,Y
Himachal Pradesh,Solan,Onion,Annual,8.3,34.9,1222,55.9,18,Red,N
Himachal Pradesh,Solan,Tomato,Zaid,21.1,25.5,989.6,54.9,29.1,Clay,N
Himachal Pradesh,Solan,Barley,Annual,15,25.4,571.5,85.3,4.3,Sandy,N
Himachal Pradesh,Solan,Millets,Annual,20.7,25.7,817.9,89.8,24.6,Sandy,Y
Himachal Pradesh,Solan,Groundnut,Zaid,19,28.3,599,40.8,20.8,Loamy,Y
Himachal Pradesh,Solan,Sunflower,Kharif,19.9,44.2,624.2,46.2,20.1,Black,N
Himachal Pradesh,Solan,Turmeric,Kharif,15.8,30.4,498,82.1,3.5,Sandy,N
Himachal Pradesh,Solan,Chilli,Kharif,11.5,44.9,1129.6,74.2,24.2,Black,Y
Himachal Pradesh,Solan,Pulses,Annual,12.3,24.1,612.6,50.4,21,Red,N
Himachal Pradesh,Solan,Tea,Annual,21.3,38,952.8,68.9,28.7,Laterite,Y
Himachal Pradesh,Solan,Coffee,Annual,10.9,28.2,1260,61.6,6.6,Alluvial,N
Himachal Pradesh,Solan,Jute,Zaid,15,35.9,855.4,44.8,26.6,Red,Y
Jharkhand,Ranchi,Rice,Kharif,17,25,1336.7,58.5,3.1,Sandy,Y
Jharkhand,Ranchi,Wheat,Rabi,8.2,32.7,881.7,54.5,23.4,Red,N
Jharkhand,Ranchi,Maize,Annual,9.6,36.1,1786.9,65.3,12.9,Red,Y
Jharkhand,Ranchi,Cotton,Rabi,20.7,41.3,926.6,63.1,16.8,Alluvial,Y
Jharkhand,Ranchi,Sugarcane,Zaid,12,37.9,980.2,42.6,17.6,Alluvial,Y
Jharkhand,Ranchi,Soybean,Rabi,17.2,41.2,529.2,60,22,Alluvial,Y
Jharkhand,Ranchi,Mustard,Rabi,8.7,35.7,1465.8,58.7,10.3,Loamy,N
Jharkhand,Ranchi,Potato,Annual,17.4,41.2,772.6,82.9,13.9,Loamy,N
Jharkhand,Ranchi,Onion,Zaid,17.8,39.8,985.8,56,12.1,Clay,Y
Jharkhand,Ranchi,Tomato,Zaid,20.6,35,710.1,51.4,4.6,Black,N
Jharkhand,Ranchi,Barley,Kharif,19.9,39.8,678.1,46.4,26.9,Alluvial,N
Jharkhand,Ranchi,Millets,Zaid,10.5,42.2,1182.2,87.1,19.4,Loamy,N
Jharkhand,Ranchi,Groundnut,Annual,18.5,27.5,1041.1,57.2,6.7,Sandy,N
Jharkhand,Ranchi,Sunflower,Annual,18,44.2,909.9,47.3,20.1,Red,N
Jharkhand,Ranchi,Turmeric,Annual,10,44.1,485.8,61.3,10.7,Red,Y
Jharkhand,Ranchi,Chilli,Zaid,16.6,41.9,745,50.5,29,Red,N
Jharkhand,Ranchi,Pulses,Annual,16.2,31.7,1259.1,87.7,10.1,Red,N
Jharkhand,Ranchi,Tea,Rabi,19.4,35.1,561.8,83,4.2,Loamy,Y
Jharkhand,Ranchi,Coffee,Kharif,8.7,42.4,554.7,61.8,4.4,Sandy,Y
Jharkhand,Ranchi,Jute,Kharif,8.1,41.5,785.5,61.3,6.9,Clay,N
Jharkhand,Jamshedpur,Rice,Rabi,20.1,39,606.3,83.5,7.9,Laterite,Y
Jharkhand,Jamshedpur,Wheat,Zaid,14.1,27.7,1182.1,49.4,3.6,Clay,N
Jharkhand,Jamshedpur,Maize,Zaid,14.6,40.7,823,90.6,20.6,Clay,Y
Jharkhand,Jamshedpur,Cotton,Rabi,21.6,35.1,1217,77.3,8.5,Clay,Y
Jharkhand,Jamshedpur,Sugarcane,Zaid,20.4,44.3,1183.3,81.3,8.6,Red,N
Jharkhand,Jamshedpur,Soybean,Rabi,16.7,36.3,1128.1,73.6,25.5,Loamy,Y
Jharkhand,Jamshedpur,Mustard,Rabi,15.5,34.3,1755.1,68.1,16.6,Loamy,Y
Jharkhand,Jamshedpur,Potato,Rabi,19.7,44.4,1488.7,87.1,16.8,Sandy,Y
Jharkhand,Jamshedpur,Onion,Rabi,17.7,34.6,1127.2,55.8,20.6,Red,Y
Jharkhand,Jamshedpur,Tomato,Rabi,21.2,42.4,1742.7,85.6,4.7,Sandy,Y
Jharkhand,Jamshedpur,Barley,Annual,8.3,31.8,1736.6,42.9,28,Laterite,Y
Jharkhand,Jamshedpur,Millets,Kharif,14.3,41.4,1274.3,74.3,18,Clay,N
Jharkhand,Jamshedpur,Groundnut,Zaid,21.8,40.7,942.2,49,6.6,Sandy,N
Jharkhand,Jamshedpur,Sunflower,Annual,20.3,24.9,1249.3,74.7,29,Clay,Y
Jharkhand,Jamshedpur,Turmeric,Kharif,12.6,33.3,1175.3,85.8,16.6,Clay,N
Jharkhand,Jamshedpur,Chilli,Rabi,21.5,26.9,489.5,76.3,17.6,Black,N
Jharkhand,Jamshedpur,Pulses,Annual,11,27.3,580.1,79.4,26.1,Sandy,N
Jharkhand,Jamshedpur,Tea,Zaid,12.6,35.8,794.2,89,10.3,Clay,N
Jharkhand,Jamshedpur,Coffee,Zaid,19.4,31.1,737.4,87.7,15.3,Loamy,Y
Jharkhand,Jamshedpur,Jute,Zaid,14.4,44.5,936.4,55.5,17.2,Red,N
Jharkhand,Dhanbad,Rice,Zaid,12.4,25.8,348,65.2,9.8,Clay,Y
Jharkhand,Dhanbad,Wheat,Rabi,18.7,31.7,1674,51.9,24.6,Clay,N
Jharkhand,Dhanbad,Maize,Rabi,13,36.1,1185.8,49.2,7.9,Laterite,Y
Jharkhand,Dhanbad,Cotton,Rabi,18.3,36.2,1467,67.9,10.2,Black,Y
Jharkhand,Dhanbad,Sugarcane,Kharif,20,44.6,673.5,63.1,23.7,Sandy,Y
Jharkhand,Dhanbad,Soybean,Rabi,10,37.1,1410.7,52.6,8.9,Clay,Y
Jharkhand,Dhanbad,Mustard,Annual,15.5,44.6,1663,86.9,26.7,Loamy,N
Jharkhand,Dhanbad,Potato,Annual,15.8,30.4,832.2,60.6,9.3,Clay,N
Jharkhand,Dhanbad,Onion,Rabi,9,44.4,532.8,86.6,18.8,Sandy,Y
Jharkhand,Dhanbad,Tomato,Rabi,13.7,33,1566.1,64.1,19,Loamy,N
Jharkhand,Dhanbad,Barley,Rabi,9.2,35.6,1227.2,93.5,16.2,Alluvial,Y
Jharkhand,Dhanbad,Millets,Kharif,10.9,30.4,1478.9,48.4,20.4,Red,N
Jharkhand,Dhanbad,Groundnut,Rabi,15.9,30.3,1611.4,53.7,16.9,Clay,N
Jharkhand,Dhanbad,Sunflower,Zaid,18.6,30.4,1260.2,86.8,6.7,Clay,Y
Jharkhand,Dhanbad,Turmeric,Annual,20.4,34.1,1010.6,82.4,26,Sandy,N
Jharkhand,Dhanbad,Chilli,Rabi,12.2,28.5,1699.9,70.3,5.4,Black,N
Jharkhand,Dhanbad,Pulses,Zaid,14.1,34.7,1295.6,55.2,27.6,Red,Y
Jharkhand,Dhanbad,Tea,Kharif,15.3,36.1,1174.7,70.4,4.3,Alluvial,N
Jharkhand,Dhanbad,Coffee,Kharif,8.6,34.6,1097.4,67.9,12,Laterite,N
Jharkhand,Dhanbad,Jute,Annual,21.1,40.6,1048.5,76.8,16.3,Alluvial,Y
Jharkhand,Bokaro,Rice,Zaid,13.3,27.8,303.9,92.3,28.8,Clay,N
Jharkhand,Bokaro,Wheat,Rabi,21.7,39.5,1362.6,94.1,17.9,Black,Y
Jharkhand,Bokaro,Maize,Annual,13.6,44.9,500.7,52,22.8,Black,Y
Jharkhand,Bokaro,Cotton,Zaid,17.7,39.3,550.2,83,17.7,Alluvial,N
Jharkhand,Bokaro,Sugarcane,Kharif,15.2,28.1,318.6,77.1,15.5,Alluvial,Y
Jharkhand,Bokaro,Soybean,Annual,13.6,32.6,1529.3,55.9,28.3,Clay,Y
Jharkhand,Bokaro,Mustard,Zaid,21.1,36.5,1542.1,56.2,7.7,Red,N
Jharkhand,Bokaro,Potato,Zaid,16.5,34.5,1799.7,45.8,15.1,Sandy,Y
Jharkhand,Bokaro,Onion,Annual,11.3,34.2,444.7,43.1,15.3,Clay,Y
Jharkhand,Bokaro,Tomato,Kharif,19.6,25.6,547.5,51.4,17.5,Loamy,Y
Jharkhand,Bokaro,Barley,Kharif,13.6,32.5,1099.3,61.2,28.8,Red,N
Jharkhand,Bokaro,Millets,Rabi,16,34,415.5,58.9,21.3,Loamy,Y
Jharkhand,Bokaro,Groundnut,Rabi,14.8,36.7,1035.8,74.9,5.9,Loamy,N
Jharkhand,Bokaro,Sunflower,Zaid,14.3,39.7,1225.3,53.5,29.4,Alluvial,Y
Jharkhand,Bokaro,Turmeric,Zaid,11.9,35.6,1107.1,91.1,26,Loamy,N
Jharkhand,Bokaro,Chilli,Zaid,18.6,35.1,255.3,68.7,5.6,Loamy,Y
Jharkhand,Bokaro,Pulses,Zaid,12,25,1171.4,84.8,7.4,Red,Y
Jharkhand,Bokaro,Tea,Zaid,13.6,37.3,1207.3,67.9,9.6,Black,N
Jharkhand,Bokaro,Coffee,Zaid,20.6,25.1,1545,88.4,16.7,Black,Y
Jharkhand,Bokaro,Jute,Annual,11.3,29.2,1206.1,92.7,7.9,Loamy,Y
Jharkhand,Hazaribagh,Rice,Rabi,18.8,44,701,55.1,27.9,Sandy,Y
Jharkhand,Hazaribagh,Wheat,Rabi,13,32,451.9,45.2,11.3,Loamy,N
Jharkhand,Hazaribagh,Maize,Zaid,16.2,26.1,1377,94.8,29.3,Red,N
Jharkhand,Hazaribagh,Cotton,Rabi,11.7,36.9,790.8,54.7,25.3,Clay,Y
Jharkhand,Hazaribagh,Sugarcane,Rabi,14.2,25.4,1363.9,59.6,17.2,Sandy,Y
Jharkhand,Hazaribagh,Soybean,Annual,18.5,25.4,1682.9,78,29.5,Black,N
Jharkhand,Hazaribagh,Mustard,Kharif,17.4,24.9,930.7,74.1,17.3,Laterite,N
Jharkhand,Hazaribagh,Potato,Kharif,18.1,38.1,1793.3,60.5,29.9,Sandy,Y
Jharkhand,Hazaribagh,Onion,Zaid,19.2,42,605.4,91.7,14.5,Sandy,N
Jharkhand,Hazaribagh,Tomato,Annual,9.3,29.6,735.1,76.9,20.7,Sandy,Y
Jharkhand,Hazaribagh,Barley,Annual,14.7,35.6,566.8,45.3,4.9,Laterite,N
Jharkhand,Hazaribagh,Millets,Rabi,12.1,37.1,1692.1,75.8,14.4,Laterite,Y
Jharkhand,Hazaribagh,Groundnut,Kharif,20.2,28.3,1580.1,57,21.4,Alluvial,N
Jharkhand,Hazaribagh,Sunflower,Annual,21.5,31.9,352.2,92.2,11.3,Black,N
Jharkhand,Hazaribagh,Turmeric,Zaid,11.8,25.6,510.7,69,6.4,Alluvial,Y
Jharkhand,Hazaribagh,Chilli,Rabi,10.1,33.1,1394.7,61,13.2,Loamy,N
Jharkhand,Hazaribagh,Pulses,Rabi,13.3,29.5,523.9,73.2,7.4,Alluvial,N
Jharkhand,Hazaribagh,Tea,Rabi,9.5,39.9,1365.2,71.5,7.6,Loamy,Y
Jharkhand,Hazaribagh,Coffee,Zaid,17.2,33.2,1120.5,51.4,21,Loamy,Y
Jharkhand,Hazaribagh,Jute,Zaid,13.9,29.9,408.6,49.5,28.1,Loamy,N
Karnataka,Bengaluru Urban,Rice,Rabi,19.6,27.1,712.5,80.5,10.2,Black,Y
Karnataka,Bengaluru Urban,Wheat,Annual,9.2,31.4,750.5,47.1,13.5,Red,Y
Karnataka,Bengaluru Urban,Maize,Zaid,17,42.5,1712.5,52.5,7.9,Laterite,N
Karnataka,Bengaluru Urban,Cotton,Zaid,21.2,44.1,532.3,55.6,21.6,Red,N
Karnataka,Bengaluru Urban,Sugarcane,Annual,14.4,42.2,564.1,90.1,18.5,Loamy,N
Karnataka,Bengaluru Urban,Soybean,Rabi,15.6,28.2,1110,74,14.7,Black,Y
Karnataka,Bengaluru Urban,Mustard,Kharif,19.8,40.8,1295.9,93.2,4.7,Sandy,Y
Karnataka,Bengaluru Urban,Potato,Rabi,9.2,29.3,1429.6,66,4,Alluvial,Y
Karnataka,Bengaluru Urban,Onion,Kharif,16.1,32.3,455.6,57.8,25.8,Red,N
Karnataka,Bengaluru Urban,Tomato,Rabi,18.3,27.5,491.4,44.2,18.1,Sandy,Y
Karnataka,Bengaluru Urban,Barley,Kharif,17.3,26.9,785.2,41.2,21.5,Laterite,N
Karnataka,Bengaluru Urban,Millets,Kharif,15.4,25,1446.2,56,11.5,Sandy,N
Karnataka,Bengaluru Urban,Groundnut,Zaid,10.6,34.6,273.1,67.3,4.1,Clay,N
Karnataka,Bengaluru Urban,Sunflower,Rabi,12.4,35,985.3,50.2,12,Clay,Y
Karnataka,Bengaluru Urban,Turmeric,Annual,17.9,26.6,1304,94,29.2,Clay,Y
Karnataka,Bengaluru Urban,Chilli,Rabi,10.2,36.4,813.4,92.5,8.5,Alluvial,N
Karnataka,Bengaluru Urban,Pulses,Annual,8.8,36,1586.1,87.1,14.2,Red,N
Karnataka,Bengaluru Urban,Tea,Rabi,21.4,34,612.8,82.6,22,Red,N
Karnataka,Bengaluru Urban,Coffee,Annual,10.6,31.5,1420.7,67,19.9,Laterite,N
Karnataka,Bengaluru Urban,Jute,Zaid,14.7,24.9,1040.9,77.2,9.5,Sandy,N
Karnataka,Mysuru,Rice,Rabi,17.8,33.1,325.8,43.3,26,Clay,Y
Karnataka,Mysuru,Wheat,Zaid,13.4,33.4,756.4,65.7,20.8,Sandy,Y
Karnataka,Mysuru,Maize,Zaid,18,26.9,1730.8,56.7,6,Laterite,N
Karnataka,Mysuru,Cotton,Zaid,16.6,27.1,1547.2,55.1,23.6,Sandy,Y
Karnataka,Mysuru,Sugarcane,Kharif,10.9,41.4,1116.9,80.2,13,Red,N
Karnataka,Mysuru,Soybean,Kharif,11.4,37.9,1528.4,40.1,14.1,Black,Y
Karnataka,Mysuru,Mustard,Zaid,18.3,32.3,1640.6,87.6,27.1,Red,Y
Karnataka,Mysuru,Potato,Rabi,20,33.8,935,73.7,24.7,Laterite,N
Karnataka,Mysuru,Onion,Kharif,13.4,39.1,527.8,87.4,16.6,Alluvial,Y
Karnataka,Mysuru,Tomato,Zaid,9.7,25,473.6,85.8,14.4,Alluvial,N
Karnataka,Mysuru,Barley,Zaid,15,35.5,585.5,48.8,10.1,Clay,Y
Karnataka,Mysuru,Millets,Kharif,9.7,42.7,733.6,42.4,5.5,Laterite,N
Karnataka,Mysuru,Groundnut,Zaid,17.6,26,1604.5,75.6,5.8,Black,N
Karnataka,Mysuru,Sunflower,Annual,11.4,31.2,715.8,66.1,10.7,Laterite,Y
Karnataka,Mysuru,Turmeric,Annual,13.4,42.8,1137.2,47.9,11.2,Loamy,Y
Karnataka,Mysuru,Chilli,Kharif,15.6,40.3,1562.1,44.6,5.1,Alluvial,Y
Karnataka,Mysuru,Pulses,Annual,20.2,32.5,1472.7,82.1,4.9,Sandy,N
Karnataka,Mysuru,Tea,Kharif,11.2,44.2,1040.9,41.3,20.4,Sandy,N
Karnataka,Mysuru,Coffee,Kharif,9.2,36.6,1748.8,64.7,22.7,Red,N
Karnataka,Mysuru,Jute,Annual,18,26.7,1426.7,53,23.7,Laterite,N
Karnataka,Belagavi,Rice,Zaid,12.9,42.2,1269.2,55.8,12.3,Alluvial,Y
Karnataka,Belagavi,Wheat,Kharif,14.2,28.4,983.5,52.8,19.5,Black,Y
Karnataka,Belagavi,Maize,Annual,9.1,41,1270.7,72.9,22.5,Sandy,N
Karnataka,Belagavi,Cotton,Rabi,8.7,34.2,1277.7,90.1,26.9,Black,N
Karnataka,Belagavi,Sugarcane,Kharif,14,37.6,1576.2,46.9,12.7,Laterite,Y
Karnataka,Belagavi,Soybean,Rabi,10.1,31.5,965.3,60.6,10.5,Clay,N
